date,data
2022-09-01,26606056.966666665
2022-10-01,27419280.29032258
2022-11-01,28402284.5
2022-12-01,29336180.70967742
2023-01-01,29895791.64516129
2023-02-01,30224436.714285713
2023-03-01,30473920.51612903
2023-04-01,30801329.533333335
2023-05-01,30229190.16129032
2023-06-01,29367812.6
2023-07-01,28252806.258064516
2023-08-01,27811316.677419353
2023-09-01,28560358.166666668
2023-10-01,28582984.322580647
2023-11-01,28841169.7
2023-12-01,30409601.83870968
2024-01-01,31009636.096774194
2024-02-01,30384799.620689657
2024-03-01,32948345.677419353
2024-04-01,33143641.566666666
2024-05-01,33141483.096774194
2024-06-01,33919644.3
2024-07-01,33993222.09677419
2024-08-01,34093824.838709675
2024-09-01,35203564.333333336
2024-10-01,34860543.38709678
2024-11-01,35158456.4
2024-12-01,36603708.41935484
2025-01-01,35879384.06451613
2025-02-01,36167958.60714286
2025-03-01,37603858.77419355
2025-04-01,37391059.6
2025-05-01,37242117.0
2025-06-01,37639670.266666666
2025-07-01,36509429.258064516
2025-08-01,36350869.38709678
2025-09-01,37407720.9
2025-10-01,29536504.494901426
2025-11-01,31810107.472727273
2025-12-01,31810107.472727273
